"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LFTS_00460",5967.16350041717,0.521335534869881,0.162272491616721,3.21271664516772,0.00131485940996692,0.00802618895414051
"LFTS_00461",86.3081670715684,0.227574147048624,0.285341330029314,0.797550593267526,0.425131331958854,0.635758709190748
"LFTS_00462",212.82878721366,0.712731412429171,0.210550107051962,3.38509166491791,0.000711544886387374,0.00474363257591583
"LFTS_00463",439.119852671537,-0.116558004605832,0.178745138169461,-0.652090489282725,0.514342799099373,0.70978955394436
"LFTS_00464",783.610605813066,-0.0571260511183285,0.243619052701008,-0.234489258885835,0.81460517094,0.89700778024174
"LFTS_00465",412.178357930081,0.435191480663739,0.183424969577339,2.37258581351567,0.017664059368184,0.0663033530103097
"LFTS_00466",207.532698865336,0.787833400830789,0.260894866352888,3.01973515939236,0.00252995805839926,0.0137085833120312
"LFTS_00467",1150.57224746947,0.506276951084118,0.224762006235281,2.25250236712225,0.0242905432991211,0.083690107165039
"LFTS_00468",931.734879353319,1.1871838473005,0.288008509138357,4.12204434810703,3.75524881975318e-05,0.000383315854630408
"LFTS_00470",412.393958591465,0.341024223513354,0.193925851814218,1.75852894455793,0.0786575511022432,0.203896286313507
"LFTS_00471",744.445495128382,0.212343696290794,0.161199426368505,1.3172732749394,0.187747040013728,0.379817202659351
"LFTS_00472",353.913126175723,0.275202612199339,0.258095634128981,1.0662815476445,0.286296388266627,0.495280671684883
"LFTS_00473",317.989783680251,-0.0590680208843073,0.200429395203205,-0.294707374756189,0.768217429025675,0.876944257727685
"LFTS_00474",450.66594631025,0.187907088292777,0.198392928471138,0.947146099111657,0.343564336941328,0.557866844142355
"LFTS_00475",2389.02981027494,0.319329087360307,0.177484965418001,1.7991895066055,0.071988708773015,0.190637354340965
"LFTS_00476",985.286019403897,-0.412250509696023,0.205799388597966,-2.00316683399563,0.0451593842593739,0.133044413506659
"LFTS_00477",1841.25518021362,0.343621933070702,0.184039225383759,1.86711247210578,0.0618858830830065,0.170099745680666
"LFTS_00478",389.757018787993,-0.137318201593714,0.195592771320388,-0.702061741171313,0.482640660455099,0.685505787944309
"LFTS_00479",420.000486305205,0.154896010559047,0.203169583792825,0.762397636828338,0.445822716248151,0.654760526549523
"LFTS_00480",439.654578702308,0.235922188586168,0.190198722784327,1.2403983850811,0.214828078035612,0.413235881276453
"LFTS_00481",204.497992343228,-0.211001491924793,0.274177118388869,-0.769580967094153,0.441548498706986,0.651986378642968
"LFTS_00482",2654.28136233487,0.333649163983336,0.152285592234968,2.19094373332793,0.0284558644425885,0.0944688617122371
"LFTS_00483",1362.411235338,0.334836721853555,0.160422689053012,2.08721549196142,0.0368686597160183,0.114516291542178
"LFTS_00484",1804.77193329488,0.616691991210342,0.195729459683551,3.15073669649622,0.00162859235855829,0.00951624038492494
"LFTS_00485",1099.12193041453,0.141125110897165,0.158572602010969,0.889971590977629,0.373481140628218,0.586320105900075
"LFTS_00486",839.910956440917,0.154313576695639,0.16833377447353,0.916711914636625,0.359293620980091,0.570233746845822
"LFTS_00487",547.072545854081,-0.218871192549606,0.194465852807581,-1.12549935831754,0.260377488978011,0.466781297555987
"LFTS_00488",1845.73313800901,-0.832124123016272,0.206549705041869,-4.02868705548426,5.60892227629053e-05,0.000536885167302518
"LFTS_00489",732.067630090818,0.191375067666481,0.174342090136135,1.09769859657554,0.272336122799473,0.479561103855908
"LFTS_00490",568.938633646554,0.432458581752113,0.187426607740758,2.30734892428014,0.0210353761454365,0.0748871567550997
"LFTS_00491",221.971871466863,0.245104341138124,0.206759976960367,1.18545351349651,0.235838184185924,0.439870806023349
"LFTS_00492",196.903071823651,-0.837168709212265,0.237651963396384,-3.52266691698202,0.000427227920104405,0.00310023800429746
"LFTS_00493",46.5804540513059,-0.57347295794181,0.383125360646178,-1.4968284975304,0.134437889122128,0.300114511780546
"LFTS_00494",338.344017308216,0.262050241312663,0.225352123777601,1.16284788853944,0.244891223540504,0.450585198137353
"LFTS_00495",499.938800431008,0.180114443236976,0.184740783260051,0.974957668028486,0.329581258637128,0.544506310441461
"LFTS_00496",177.142403070466,-0.0413372116290655,0.235969035730788,-0.175180660890721,0.860937679724512,0.924446395513881
"LFTS_00497",501.252469873113,0.124406317611526,0.180459304806575,0.689387104449234,0.490579696361447,0.690403920508672
"LFTS_00498",453.045599362941,0.460682935814453,0.234284139485803,1.96634282126627,0.0492590235283062,0.142897639009002
"LFTS_00499",217.799880272712,0.0673564315064407,0.212891009277145,0.316389272309546,0.751707058540198,0.866135533493623
"LFTS_00500",496.347283120996,0.348143540476382,0.177294408607476,1.96364647487084,0.0495711038135963,0.143464606331114
"LFTS_00501",582.66620682761,0.266607920424581,0.22989049597719,1.15971701784068,0.246164039155344,0.452588592169018
"LFTS_00502",259.221661283982,0.0179406578644792,0.261022418989044,0.0687322488771824,0.945202748002066,0.972729103759169
"LFTS_00503",178.053178516129,-0.00933978337334377,0.277200760015364,-0.0336932098340066,0.973121793667477,0.986965211142706
"LFTS_00504",385.94155785642,0.332370123057282,0.183186027719346,1.81438577600742,0.0696183540670358,0.186153425005335
"LFTS_00505",385.670000297359,-0.00615453872403658,0.2100068515966,-0.0293063710885909,0.976620245692308,0.986965211142706
"LFTS_00506",612.805833193455,-0.226023774471656,0.195439615527768,-1.15648904579196,0.24748117764246,0.452978941220574
"LFTS_00507",256.230567804685,-0.238276884959858,0.237398982737626,-1.00369800330274,0.315524199783431,0.528020089433496
"LFTS_00508",98.9650334032116,-0.565177938545317,0.322422652817141,-1.7529101432766,0.0796174322317889,0.205302812673166
"LFTS_00509",68.7866987481972,-0.310421383541797,0.393975075565365,-0.787921375727471,0.430742696992522,0.641790222464779
"LFTS_00510",869.698160150018,0.0896829123472843,0.180041230756894,0.4981243016961,0.618396432869072,0.784961416335355
"LFTS_00511",378.201090808283,0.554131793743204,0.196213395759711,2.82412824872473,0.00474094103733942,0.0230596672002564
"LFTS_00512",262.86955537898,-0.694799875976792,0.235182623683659,-2.95429936571912,0.00313379848485718,0.0161617280351125
"LFTS_00514",84.149822763411,0.830825380323555,0.347602742695131,2.39015772396319,0.0168411386216577,0.0638930031919192
"LFTS_00515",372.188285472697,0.0912655774927034,0.185320598965207,0.492474004521419,0.6223842945153,0.787909967525204
"LFTS_00516",700.495662210007,0.210232947202906,0.234377910348061,0.89698276979559,0.369728111251907,0.583032790820316
"LFTS_00517",472.667303843123,0.189333065377712,0.209914610163366,0.901952776085305,0.367081954197907,0.579603085575642
"LFTS_00518",741.768158092427,0.309518920931869,0.220544254474898,1.40343225747964,0.160487979487491,0.337370224765697
"LFTS_00519",291.493837638178,-0.121887783195261,0.2679357805851,-0.454914169839842,0.649170988351695,0.804540579855778
"LFTS_00520",78.0048442687334,-0.118226066768291,0.300004701499,-0.394080713327372,0.69352144979034,0.82979706541062
"LFTS_00522",676.071828748577,-0.275770228106966,0.176261739311997,-1.56454956806497,0.11768856182796,0.274160854258316
"LFTS_00523",644.374049911445,-0.389975096186996,0.18036798894189,-2.1621081350119,0.030609842135845,0.0989498351791661
"LFTS_00524",1865.68286267963,-0.0403408892114418,0.175233972339492,-0.230211577543233,0.817927365870312,0.897858688103957
"LFTS_00525",75.577462029512,0.169838536635194,0.340417505831535,0.498912464035394,0.617841052948099,0.784661326924276
"LFTS_00526",87.7173713574252,-0.436864782393307,0.329809073141149,-1.32459904220507,0.185304173767329,0.376112431903984
"LFTS_00527",42.0112912888846,-0.419647707012796,0.446459218440578,-0.939946337044106,0.347245087387019,0.559779105486283
"LFTS_00528",80.3621424515923,-0.360152641812819,0.392010523243159,-0.918732075948434,0.358235728020658,0.570020389016603
"LFTS_00529",44.3630321257529,1.80488398695734,0.428372753182573,4.21334917673463,2.51611624283306e-05,0.00027029021647901
"LFTS_00530",68.9688818507901,1.26406621908588,0.310883979622593,4.06603846431853,4.78190467788338e-05,0.000478190467788338
"LFTS_00531",47.3515664612349,1.00030886740779,0.390770338169246,2.55983827251122,0.0104720884434645,0.0443396515850647
"LFTS_00532",0,NA,NA,NA,NA,NA
"LFTS_00533",8.16594572923568,-0.204870179343659,0.813937924168788,-0.251702461895822,0.801271053937267,0.893124962703071
"LFTS_00534",10.6319769786425,0.284775767189208,0.77558375143409,0.367176035679763,0.713487713571697,0.839798935591567
"LFTS_00535",108.964133414868,-0.498545367123136,0.283932661643717,-1.75585775950186,0.07911269904908,0.204429873593211
"LFTS_00536",92.5832627375087,-1.23400987410042,0.311978172733207,-3.95543657201847,7.63950154179816e-05,0.000693475047705664
"LFTS_00537",0.548596055160988,-1.65143954456157,3.10909805773392,-0.531163544505645,0.595305453021208,NA
"LFTS_00538",71.5205059734407,-0.1498255817479,0.325171029333881,-0.460759318118902,0.644971291925298,0.804399541697416
"LFTS_00539",72.1726747680623,-0.141504155962624,0.358497746930845,-0.394714212778359,0.693053812447561,0.82979706541062
"LFTS_00540",0.541826114235378,-1.63424985526452,3.06889041925097,-0.532521410674348,0.594364916824424,NA
"LFTS_00541",1.86448554238155,-0.321920278871749,1.76250104379623,-0.182649695445495,0.855072888851889,0.922554303801338
"LFTS_00542",600.912036598773,-0.544055885472321,0.201451103710567,-2.70068456042806,0.00691969326530122,0.0317582937176138
"LFTS_00543",171.561815328575,0.304779821063177,0.323517467348265,0.942081500455998,0.346150915060521,0.559232201975763
"LFTS_00544",258.179538874901,0.219331378089642,0.289107262073667,0.758650531696968,0.448061636090275,0.657656100705297
"LFTS_00545",279.116731932912,-0.139178944215584,0.206673645057843,-0.673423765166727,0.500677733624669,0.697545322232589
"LFTS_00546",658.939859598041,0.241863777675134,0.229427655442994,1.05420498330128,0.291789079017155,0.50231010103723
"LFTS_00547",362.261586067674,-0.108114240225568,0.184075861487179,-0.587335239678332,0.556978578188475,0.746385394864956
"LFTS_00548",41.3463747900972,0.351078141283094,0.439107643989593,0.799526371468528,0.423985261520337,0.635579457259717
"LFTS_00549",234.973259556474,0.563784673267547,0.229485328156074,2.45673515512989,0.0140206007482186,0.0555775136205117
"LFTS_00550",78.0654287975245,0.229378145255655,0.36467545640411,0.628992550026378,0.529353933558196,0.722418345066183
"LFTS_00551",191.168802543926,0.25951848904451,0.223876893412566,1.15920176079209,0.246373953908939,0.452636240938006
"LFTS_00552",173.791819791289,0.144100436797167,0.254713788336092,0.565734732063379,0.571574120903908,0.754976010889529
"LFTS_00553",654.02866696943,0.264145746968334,0.207333783976899,1.27401208766713,0.202659132336649,0.397886841400003
"LFTS_00554",348.968348546534,0.184647759639814,0.196603035394097,0.939190787515978,0.347632798085592,0.55984739668562
"LFTS_00555",97.3700566964071,0.276388236792411,0.296750717487779,0.931381865332116,0.351656068157355,0.563386399618887
"LFTS_00556",790.399818168589,0.568954137379577,0.187147615565696,3.04013564725248,0.00236471618215814,0.0129848254645291
"LFTS_00557",34.0496830292863,-0.344981682141834,0.427215750741744,-0.807511618059182,0.419371783695999,0.630868621067973
"LFTS_00558",1965.67960343812,0.311425622145975,0.171140309157041,1.8197093582448,0.0688032774289301,0.18497930325155
"LFTS_00559",457.541815619928,0.251115490478952,0.208294556345924,1.20557874811627,0.227979957542737,0.432759840312134
"LFTS_00560",2843.13690908709,0.103483958200437,0.201605801352,0.513298513765268,0.607742523458029,0.77785983751652
"LFTS_00561",246.208148594314,-0.167122119416098,0.221244663819395,-0.755372430372024,0.450025550551097,0.659420574257571
"LFTS_00562",148.703854419472,0.0451580624738844,0.237312886917936,0.190289128670456,0.849082572077505,0.918128847169522
"LFTS_00563",191.601155086776,0.171580563557952,0.221856738653294,0.773384502988162,0.439294858608244,0.650841476156892
"LFTS_00564",90.1354617283985,-0.162017968796544,0.293354305697029,-0.552294497302772,0.580746600064465,0.761939539284577
"LFTS_00565",229.767059027962,0.216120178641895,0.21556189222237,1.00258991240877,0.316058764951148,0.528555106580438
"LFTS_00566",473.766995573365,0.117868057702036,0.190656393231448,0.618222424668178,0.536428730025818,0.729068881692548
"LFTS_00567",1656.11422997594,0.255724450391133,0.155120612441402,1.64855235140162,0.0992393772149434,0.240995920976072
"LFTS_00568",58695.4368371171,-2.87088040748992,0.672590072026343,-4.26839545644896,1.96884061853568e-05,0.000218168825297197
"LFTS_00569",112.49824682848,-0.308365504763029,0.303205060709691,-1.01701965013796,0.309144081635362,0.523369941022271
"LFTS_00570",3230.81656753643,1.42578141081296,0.172969882700365,8.2429460467568,1.68021351520173e-16,8.26665049479251e-15
"LFTS_00571",374.582454752482,-0.0607670113422786,0.244451991237499,-0.248584644513041,0.803682087619362,0.893787493464571
"LFTS_00572",663.538206821591,0.306991722704663,0.177888578981341,1.72575285306463,0.0843918850600349,0.213145828796392
"LFTS_00573",870.590370419922,0.348272452866429,0.214157232219773,1.62624651643342,0.103897224315248,0.248867742760963
"LFTS_00574",1562.01590938859,0.678970108495878,0.168249979327058,4.03548405302351,5.44898407469829e-05,0.000529822166946948
"LFTS_00576",4186.37753561222,0.263104285509502,0.182962140009476,1.43802584237305,0.150426721885252,0.322905528654206
"LFTS_00577",74.7438246674323,-0.258359038147563,0.37866323161045,-0.682292381673195,0.495054089346376,0.693526799426017
"LFTS_00578",3122.33693397401,0.490560719825654,0.153651886081869,3.19267620030562,0.0014096091516082,0.0084982930397265
"LFTS_00579",1843.41912444108,0.407763124490028,0.166032881075306,2.45591789920866,0.0140525258016091,0.0555775136205117
"LFTS_00580",679.011931187738,-0.129479012627845,0.212546161779514,-0.609180667125668,0.542404693311124,0.734350878120729
"LFTS_00581",6186.30982194489,0.338137459996855,0.159771871179087,2.11637666568879,0.034312785027199,0.107802619625683
"LFTS_00582",80.2221172416694,-0.384961713848669,0.312986143489093,-1.22996407942284,0.218710556357108,0.419126377414568
"LFTS_00583",160.326546988838,0.846637669493886,0.24871593985324,3.40403461874402,0.000663983376210174,0.00447506604240282
"LFTS_00584",254.264634213889,0.0973935560579305,0.240726914226776,0.404581084631781,0.685785464773774,0.824551438584303
"LFTS_00585",291.209928329606,0.536586978787717,0.210398511932814,2.55033637765967,0.010761902734226,0.0453326724763628
"LFTS_00586",191.617181284201,-0.123341679042426,0.272226405010553,-0.4530849203906,0.650487593398012,0.804540579855778
"LFTS_00587",183.737362164044,0.130190903881965,0.246877318061151,0.52735060840914,0.597950136012701,0.770782081395285
"LFTS_00588",479.590410658836,0.26088782282579,0.194434503606415,1.34177740054766,0.179668181936823,0.367706928090336
"LFTS_00589",663.924917622337,0.545820406479158,0.163927886607899,3.32963730438807,0.000869591773459409,0.00558536752665834
"LFTS_00590",354.840296366509,0.286179513122186,0.239308897871195,1.19585822202156,0.231751890867315,0.436197132007341
"LFTS_00591",430.968209001074,0.926024831468081,0.207242218274688,4.46832136413772,7.88358081836609e-06,9.6485615985973e-05
"LFTS_00592",298.652546787729,0.873805881278559,0.212259680010922,4.11668330619172,3.8436364834503e-05,0.000389203757966544
"LFTS_00593",681.229916795485,0.574871989174547,0.161906047545311,3.55065173840195,0.000384278546115766,0.00281696881468627
"LFTS_00594",280.93369838335,0.612240941007832,0.311469872264957,1.96565059906346,0.0493389849411428,0.142961016437233
"LFTS_00595",2579.70071622311,0.469412051206435,0.144886433190638,3.23986201378009,0.00119587555531102,0.00739159262830428
"LFTS_00596",36573.3767153935,1.24005508426057,0.171202122996286,7.24322258718411,4.38146934310124e-13,1.52611794623975e-11
"LFTS_00597",487.089426843288,-0.425169711844185,0.201915110600471,-2.10568545652567,0.0352316839659386,0.109847835939428
"LFTS_00598",1042.3711087128,-0.506035213377523,0.193884520942948,-2.60998253453367,0.00905468454201891,0.0397050338206177
"LFTS_00599",425.039953294782,-1.11673351174862,0.193857539709699,-5.76058848895393,8.38211717379088e-09,1.74745832606149e-07
"LFTS_00600",668.276007459557,0.0520898095856652,0.213338762427865,0.244164768712756,0.807103211889376,0.896079727476161
"LFTS_00601",37.8771846808743,-1.13139806091322,0.449501401740074,-2.5170067468832,0.0118356562707407,0.0490990125228029
"LFTS_00602",482.930686045781,0.115886630435285,0.200695137660755,0.57742619869134,0.563651580391885,0.749099345091322
"LFTS_00603",311.362767697132,0.0627161041334379,0.234747282374667,0.267164345840393,0.78934262656569,0.885849845507116
"LFTS_00604",532.612755518648,0.197697324430009,0.195681444722288,1.01030184395144,0.312350697986346,0.525929306671054
"LFTS_00605",672.577528839499,-0.169228785234428,0.236712882421578,-0.714911598824764,0.474663669446514,0.680188351682409
"LFTS_00606",324.69214072346,0.068862366142666,0.200324447186285,0.343754180330421,0.731031161316216,0.85310088085289
"LFTS_00607",357.840503511251,0.704557281127195,0.287200055062484,2.45319340546056,0.0141594185933241,0.055910384814731
"LFTS_00608",295.220887974552,0.397852655287787,0.285448958149232,1.39377862111443,0.163384465962865,0.341773627779462
"LFTS_00609",8.41392850435437,-1.602104880001,0.912018815221239,-1.75665770624739,0.078976170567632,0.204342088767446
"LFTS_00610",1612.06451997231,0.69246699290349,0.254738263890188,2.71834699007761,0.00656089932208541,0.0305678263869888
"LFTS_00611",14.7347926924974,0.468851181798633,0.604541073457903,0.775548928572975,0.43801536519362,0.649890107585226
"LFTS_00612",41.3555372752606,0.4956208138957,0.438117466665629,1.13125098085614,0.257949469833806,0.464646621675752
"LFTS_00613",79.2675058931847,0.727124584999932,0.470517489753941,1.54537206551065,0.122256293153057,0.280550821974366
"LFTS_00614",237.628036902789,-0.173445488220887,0.207911988879678,-0.834225525692327,0.404153909708585,0.618174123443017
"LFTS_00615",2051.17060407795,-0.140777896297511,0.153344326488884,-0.9180508957905,0.358592220806623,0.570020389016603
"LFTS_00616",870.849109289246,-0.174662483574303,0.171960770425134,-1.01571121798588,0.30976692444245,0.523369941022271
"LFTS_00617",1709.43795296358,0.108242533072896,0.169102166770931,0.640101396332332,0.522106681281977,0.715932238547193
"LFTS_00618",322.894905861155,0.204747490879282,0.213472505287277,0.959128158465872,0.337494186531808,0.552018416800697
"LFTS_00619",37.1368540373852,-0.258576828145115,0.44210299673413,-0.584879157244474,0.558628974144221,0.74726877454855
"LFTS_00620",59.1947749468938,0.0899159875993713,0.348554174203745,0.257968471629353,0.796431239860979,0.890150318063611
"LFTS_00621",74.4827442567553,-0.864740527179884,0.336233733677555,-2.57184345461649,0.0101158621494912,0.0430948865800831
"LFTS_00622",324.312665647929,-0.967569082030756,0.210930682654238,-4.5871424197532,4.49354155445053e-06,5.84873662642767e-05
"LFTS_00623",269.262431832849,0.659742285783844,0.210555729486449,3.13333808295301,0.0017283024482063,0.010027415147612
"LFTS_00624",567.184765998616,0.264551664679026,0.219651341751433,1.20441633804543,0.228428700349169,0.432759840312134
"LFTS_00626",174.36552165674,0.0525105503276229,0.224378625996565,0.234026525897466,0.814964385707434,0.89700778024174
"LFTS_00627",18.7911160927769,0.234420684162564,0.563463417339765,0.416035321812577,0.677384156746759,0.817647215700209
"LFTS_00628",19.7701960108628,-0.77217324116221,0.605465520261573,-1.27533809163669,0.202189600753839,0.397886841400003
"LFTS_00629",39.6656614505169,-1.67859736432998,0.441723540142015,-3.80010846555813,0.000144632768527896,0.00121432290299872
"LFTS_00630",132.472912021476,-2.2174614119825,0.285401616649471,-7.76961755863483,7.87234503312293e-15,3.33896013473835e-13
"LFTS_00631",184.346171843801,-2.24199638316382,0.280856919447281,-7.982699474081,1.43167179323872e-15,6.34574927493019e-14
"LFTS_00632",49.9769847664016,-2.84144366211831,0.482383328541296,-5.89042674984374,3.85199585386978e-09,8.23992156566926e-08
"LFTS_00633",93.1002318009553,0.543892633688039,0.288528385631563,1.88505762612405,0.0594220581161147,0.165415972190066
"LFTS_00634",63.7697917839189,-0.217861740366134,0.327090082665282,-0.666060366584322,0.505372516070774,0.701589384612925
"LFTS_00635",281.327758574624,0.223769840194634,0.202250412510969,1.10639991986418,0.268553460186843,0.474598787399162
"LFTS_00636",83.3441441614498,0.368062581118129,0.288344618348182,1.2764676629882,0.201790250800163,0.397886841400003
"LFTS_00637",211.779877817431,0.0169791114896025,0.235981565322043,0.0719510079799291,0.942640896707883,0.970655758016489
"LFTS_00638",611.596788063859,0.482871428574706,0.185146602130349,2.60804909741065,0.00910598924266884,0.0397881590354624
"LFTS_00639",169.764471984543,-0.362350922941604,0.250536281819955,-1.44630119162542,0.148092741687095,0.319574675002978
"LFTS_00640",263.909186039096,0.444627340505416,0.203400834232885,2.18596615978643,0.0288180812120586,0.0951576909820994
"LFTS_00641",200.341905886525,0.458336795791331,0.239191266056259,1.91619369447849,0.0553404456837843,0.1566599498068
"LFTS_00642",339.337489635788,-0.0826283193759026,0.22659167148987,-0.364657354052823,0.715367196132505,0.841195419822293
"LFTS_00643",628.519566442802,0.634498385842018,0.166733022190305,3.80547522924294,0.00014153217912097,0.00120473758006086
"LFTS_00644",1151.41837391891,-0.646335949205132,0.191179745571403,-3.38077628084161,0.00072281367943586,0.00480573419300599
"LFTS_00645",1135.95162190892,-0.825252350854563,0.188287929192856,-4.38292754289783,1.17095066060721e-05,0.000137824814597786
"LFTS_00646",36.2779675852442,-0.0503566815452271,0.426919419353644,-0.117953597944706,0.906104424605151,0.953386178155976
"LFTS_00647",142.001675664643,-3.029564422836,0.368552361399834,-8.2201736853052,2.03208669938055e-16,9.80182996171793e-15
"LFTS_00648",188.310981293328,-2.47419574283481,0.262695259318843,-9.41850168613734,4.57570588403938e-21,2.88621448070176e-19
"LFTS_00649",187.930610457837,-2.84050305609199,0.271720674080979,-10.4537612594228,1.40826949699724e-25,1.23726534379043e-23
"LFTS_00650",188.544178778316,-3.41963711076863,0.300095075595932,-11.3951790244404,4.41920715995857e-30,5.72171032289373e-28
"LFTS_00651",390.631839447465,-2.76238878241177,0.234029421070971,-11.8035961879086,3.73980276602831e-32,5.74994675276853e-30
"LFTS_00652",110.82488667809,-3.35893714994972,0.358031095066426,-9.38169113307471,6.4922925203047e-21,3.99275989998739e-19
"LFTS_00653",45.4417106211062,-2.78831223479336,0.497948193398915,-5.59960307469093,2.14843158747473e-08,4.22811336415027e-07
"LFTS_00654",61.130229080843,-2.81797360160406,0.419395930418256,-6.71912481075755,1.8281926821726e-11,5.22948139319139e-10
"LFTS_00655",537.777683196171,-2.48781177890011,0.210528258495147,-11.8169969042777,3.18880899350211e-32,5.22964674934346e-30
"LFTS_00656",2086.98806500406,-2.65899901109869,0.16888883362062,-15.7440782442236,7.54221036416489e-56,2.65054821369223e-53
"LFTS_00657",125.048560226192,-1.74422257694194,0.289524901094755,-6.02443026608996,1.69706352855333e-09,3.93846818890678e-08
"LFTS_00658",18.3318782436441,-1.77072653053789,0.68652324541149,-2.57926667796449,0.00990103187672291,0.0424329937573839
"LFTS_00659",284.355345147176,-2.13378361098155,0.226331680005448,-9.42768423284883,4.19242497937098e-21,2.714043539277e-19
"LFTS_00660",586.972487097137,-2.38214895176527,0.213089469275705,-11.179102185867,5.16094479063548e-29,5.77087462952877e-27
"LFTS_00661",100.01136151126,-1.93964249996038,0.325057286520364,-5.96707897467443,2.41538518840005e-09,5.40167960314919e-08
"LFTS_00662",284.398005149942,-1.6176990746142,0.248939828165559,-6.49835378506945,8.12036633510639e-11,2.19517595432546e-09
"LFTS_00663",303.645473858326,-2.58577473535034,0.240549062839561,-10.7494691720124,5.9603640741252e-27,5.8649982489392e-25
"LFTS_00664",43.2037364399497,-2.76413439313964,0.526183070349832,-5.25318002212026,1.49495285816205e-07,2.66491596454974e-06
"LFTS_00665",144.041128627679,-2.50854251341332,0.30202250814168,-8.30581312912131,9.91381576302826e-17,4.97714015858153e-15
"LFTS_00666",61.5341290273218,-2.50133328491703,0.413686559007219,-6.04644562520915,1.48076175107269e-09,3.4692132453703e-08
"LFTS_00667",62.2559504789989,-3.24524782832213,0.44808347762597,-7.24250723440209,4.40464935703344e-13,1.52611794623975e-11
"LFTS_00668",83.9077838667978,-2.79584482649887,0.388541968953818,-7.19573443771574,6.21254415141436e-13,2.12261925173324e-11
"LFTS_00669",23.181744595934,-2.71579237136231,0.659712991308445,-4.11662708957107,3.84457370674269e-05,0.000389203757966544
"LFTS_00670",58.6017978735003,-3.42846429342831,0.498869317198626,-6.87246975356325,6.30997624966688e-12,1.96487868027601e-10
"LFTS_00671",516.583630701079,-0.0864831820140556,0.191666194603275,-0.451217713134364,0.651832644483169,0.805111018368947
"LFTS_00672",252.466746702125,0.116258855392563,0.219940688074143,0.528591850878322,0.59708861457518,0.770639030354115
"LFTS_00673",379.65192344148,-0.142006916007847,0.208919341667731,-0.679721249714148,0.496680978360832,0.695014338320618
"LFTS_00674",258.277864239106,-0.336211418444654,0.236321613133068,-1.42268586434936,0.154827240195896,0.329088670099746
"LFTS_00675",966.822487464566,-0.219476637050367,0.170914874566061,-1.28412835692388,0.199097047548922,0.39466457451277
"LFTS_00676",1179.80362969281,0.21746998061037,0.165510564284,1.31393413798779,0.188868369257654,0.38095728155412
"LFTS_00677",1068.89237852016,0.254868857511295,0.158365147850997,1.60937466967856,0.10753444060079,0.255935876458281
"LFTS_00678",524.416686943326,0.261635763271058,0.180058661167724,1.45305847313474,0.146207519659468,0.317449689640152
"LFTS_00679",736.243802454145,-0.0767896576099955,0.198222694304501,-0.387390847851329,0.698466878257683,0.832194032875877
"LFTS_00680",628.762414096994,0.443516623965657,0.176269435229691,2.51612892154402,0.0118651772044813,0.0491386126650236
"LFTS_00681",1990.73719379336,0.332112041504765,0.148250615679948,2.24020682802254,0.0250774985968189,0.0855626165716706
"LFTS_00682",747.686738366235,-0.757068148929577,0.204260305768276,-3.70638899262413,0.000210235319697194,0.00169012707991862
"LFTS_00683",3203.51904752707,0.502569824941365,0.216294849076453,2.32354042219343,0.0201501387675188,0.0726823187215487
"LFTS_00684",388.442568583912,0.0635727725259454,0.220753623625375,0.287980652285148,0.773361548831834,0.879551276063944
"LFTS_00685",309.148838568168,-0.551332041935112,0.238389472738109,-2.31273652985842,0.0207371292885332,0.0740396778661707
"LFTS_00686",1390.27485391445,-0.241347396005915,0.167316058759463,-1.44246402763337,0.149171512549079,0.32077090985204
"LFTS_00687",16.0357521655763,-0.418240789115735,0.655722174462929,-0.637832309786224,0.52358284486504,0.716936776359647
"LFTS_00688",1625.68740725029,-0.393471536665427,0.169799580361661,-2.31727037150128,0.0204890082225019,0.0734737029553277
"LFTS_00689",165.153827064634,0.16181314294321,0.256650851342931,0.630479665648955,0.528380802753058,0.721719475165199
"LFTS_00690",545.722095176072,0.312427446595103,0.180623823852781,1.72971338957894,0.0836814952454697,0.21156883690016
"LFTS_00691",667.325349307931,-0.0684006884689205,0.186580919452905,-0.366600661361761,0.713916914821249,0.839902252730882
"LFTS_00692",441.078760897896,-0.232249903714318,0.193536137966909,-1.20003378260048,0.230126220489528,0.434133820862146
"LFTS_00693",56.6934579176361,-0.921649076200579,0.421254307413579,-2.1878686104347,0.0286791743651868,0.0949539285846024
"LFTS_00694",468.268718419021,0.113960245065888,0.229029871560554,0.497578085729125,0.618781452827845,0.785045061349406
"LFTS_00695",1380.15562658067,-0.107583562524055,0.151492609870455,-0.710157166188187,0.477606679631816,0.682220724385395
"LFTS_00696",196.364772776134,-0.122013779576047,0.262011103186487,-0.465681713836391,0.641443343294418,0.801804179118022
"LFTS_00697",249.350013894631,-0.230162860809478,0.208457544356375,-1.10412343923613,0.269539594879373,0.475999571718061
"LFTS_00698",496.546077083524,0.00927175254852411,0.219508167388038,0.0422387588528032,0.966308365020882,0.983984652046456
"LFTS_00699",394.075900456508,0.355572273223077,0.213773356064417,1.6633142678264,0.0962495441583085,0.235127982750188
"LFTS_00700",651.526739134794,0.328828387639702,0.21946553085891,1.49831450229467,0.134051557936909,0.299915859201405
"LFTS_00701",223.566482308443,-1.27040584853224,0.238452076406557,-5.32771979878346,9.94533912083405e-08,1.81226179535198e-06
"LFTS_00702",1215.6208482472,0.492328813050462,0.184082414334858,2.6745021507317,0.00748402961834187,0.0338432221711783
